new_or_ren,senior_or_non_senior,Avg_Elec_Dev,surv_,Est_Ann_MMBtu,Est_Ann_Kwh,Yrs_in_Un,Ppl_in_Un,Ann_Income,Under_5,five_to_9,ten_to_19,tweenty_to_29,thirty_to_59,sixty_and_over,W_more_comf,W_same,W_less_comf,S_more_comf,S_same,S_less_comf,U_more_affor,U_same,U_less_affor,H_more_affor,H_same,H_less_affor,more_sat,same,less_sat,Affor_qual,Sat_qual,S_below_68,S_68-72,S_72-75,S_above_75,W_below_68,W_68-72,W_72-75,W_above_75,fall_window,winter_window,spring_window,summer_window,space_heater_comfort,fan_comfort,dry_pref,medium_pref,humid_pref,short_showers,medium_showers,long_showers,yes_dishwasher,no_hand-wash all,combination_wash,yes_wd,hang_dry_most_clothes_wd,not_in_unit_wd,low_wcomf,medium_wc,high_wc,low_sc,medium_sc,high_sc,low_comfort_sw_qual,Edu_on_systems,Edu_qual,never_noise_dist,sometimes_noise_dist,frequently_noise_dist,noise_elaborate_qual,HERS,PoC,CA,CV,NoB,H_type,foundat,HP_fuel,HP_HSPF,HP_SEER,WH_type,WH_fuel,WH_EF,WH_size,D_leak,V_type,V_exhaust,V_supply,V_balanced,V_air_cycler,P_heat,P_cool,C_R,S_attic,S_attic_R,AG_R-value,F_wall,S,S_edge_R,S_under_R,W_U,W_SHGC,IH_ACH,IC_ACH,IH_CFM,IC_CFM,I_method,Int_light,Ext_light,Ref,DW_EF,RO_fuel,D_fuel,D_EF,CF,est_H,est_C,est_HW,est_L/A,est_P,est_total,Avg_Elec_Un_kWh
1,1,643,22,21.2,6213,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,59,2,925,7400,2,1,1,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,2.6,2.2,3.7,12.6,0,21.2,555
1,1,643,23,21.7,6360,2,1,1578,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,15,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,61,2,925,7400,2,1,2,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,2.5,2.8,3.7,12.6,0,21.7,589
1,1,643,24,23.9,7004,6,1,8604,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,14,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,63,2,910,7280,2,2,1,1,2,3,2,2,2.33,3,18.2,0,0,0,0,0,1,1,4,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,4.9,2.7,3.7,12.6,0,23.9,554
1,1,643,25,21.7,6360,3,2,1800,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,61,2,925,7400,2,1,2,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,2.5,2.8,3.7,12.6,0,21.7,444
1,1,643,26,21.9,6418,2,3,17000,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,5,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,59,2,925,7400,2,1,1,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,4,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,3.3,2.3,3.7,12.6,0,21.9,523
1,1,643,27,23.9,7004,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,63,2,910,7280,2,2,1,1,2,3,2,2,2.33,3,18.2,0,0,0,0,0,1,1,4,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,4.9,2.7,3.7,12.6,0,23.9,691
1,1,643,28,23.9,7004,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,63,2,910,7280,2,2,1,1,2,3,2,2,2.33,3,18.2,0,0,0,0,0,1,1,4,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,4.9,2.7,3.7,12.6,0,23.9,538
1,1,643,29,21.8,6389,2,1,400,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,61,2,925,7400,2,1,2,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,2.6,2.8,3.7,12.6,0,21.8,479
1,1,643,30,23.9,7004,3,1,1869,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,63,2,910,7280,2,2,1,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,4,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,4.9,2.7,3.7,12.6,0,23.9,775
1,1,643,31,25.9,7591,2,1,9000,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,59,2,1087,8696,3,2,1,1,2,3,2,2,2.33,3,21.74,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,4.5,2.7,4.4,14.3,0,25.9,679
1,1,643,32,21.3,6242,2,1,19200,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,59,2,925,7400,2,1,1,1,2,3,2,2,2.33,3,18.5,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,2,1,2,2,0,0,1,3,2,1,0.78,2,2,3.01,0,2.7,2.2,3.7,12.6,0,21.3,693
1,1,360,1,19.1,5598,9,1,881,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,365
1,1,360,4,19,5568,14.167,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,453
1,1,360,5,19.1,5598,9.833,1,9948,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,376
1,1,360,7,19.1,5598,8,1,940,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,6,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,269
1,1,360,8,19.1,5598,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,366
1,1,360,9,19,5568,10,1,14445.6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,343
1,1,360,10,19,5568,11.5,1,12700,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,279
1,1,360,11,19.1,5598,7,1,12108,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,355
1,1,360,13,19.1,5598,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,315
1,1,360,14,19,5568,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,349
1,1,360,15,19.1,5598,0.5,2,8880,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,7,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,433
1,1,360,16,19,5568,7,1,10332,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,251
1,1,360,17,19.1,5598,5,1,12780,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,441
1,1,360,18,19.1,5598,12.75,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,330
1,1,360,19,19,5568,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.7,2.2,2.8,10.3,0,19,406
1,1,360,20,19.1,5598,4,1,9600,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,8,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,484
1,1,360,21,19.1,5598,7,1,7000,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4,66,2,612,4896,1,2,1,1,2,3,2,2,2.4,2,26.32,0,0,0,0,0,1,1,4,0,0,3,0,1,0,1,1,1,3,3,0,0,1,3,2,1,0.75,2,2,3.01,0,3.8,2.1,2.8,10.3,0,19.1,297
0,1,720,3,25.4,7444,3,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,764
0,1,720,4,25.4,7444,0.583,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,10,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,1066
0,1,720,5,25.4,7444,3,2,12000,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,830
0,1,720,6,25.8,7561,3,1,10800,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,62,2,912,7296,1,6,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.9,1.3,3,13.7,0,25.8,512
0,1,720,7,25.4,7444,3,3,15072,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,10,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,0,1,0,1,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,760
0,1,720,8,25.8,7561,3.5,1,8760,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,62,2,912,7296,1,6,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.9,1.3,3,13.7,0,25.8,518
0,1,720,9,25.4,7444,3,2,1200,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,7,0,0,1,2,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,618
0,1,720,10,27.4,8030,3,2,13224,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,61,2,1204,9632,2,2,2,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,0,0,0,0,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,4.9,2.3,3.8,16.4,0,27.4,538
0,1,720,11,27.4,8030,3,1,8928,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,61,2,1204,9632,2,2,2,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,0,0,0,0,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,4.9,2.3,3.8,16.4,0,27.4,566
0,1,720,12,25.8,7561,2.75,1,12000,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,62,2,912,7296,1,6,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.9,1.3,3,13.7,0,25.8,664
0,1,720,13,25.8,7561,2.5,1,944,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,62,2,912,7296,1,6,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.9,1.3,3,13.7,0,25.8,736
0,1,720,14,25.4,7444,3,1,7000,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,63,2,841,6728,1,2,3,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,0,0,0,3,1,1,0,1,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,7.6,1.4,3,13.4,0,25.4,952
0,1,720,15,27.4,8030,1.5,2,1082,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,61,2,1204,9632,2,2,2,1,2,3,2,2,2.35,2,4.2,3,0,0,21,0,1,1,4,0,0,3,0,0,0,0,2,1,1,1,0,0,1,2,2,3,0.78,2,2,2.67,0,4.9,2.3,3.8,16.4,0,27.4,831
0,1,1054,1,31.9,9349,3,3,25550,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,87,2,1104,8832,2,2,2,1,2,1,1,2,0.92,2,15.2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,3.2,4.4,9.2,15.1,0,31.9,711
0,1,1054,2,31.1,9114,0.833,1,9600,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,84,2,1104,8832,2,2,1,1,2,1,1,2,0.92,2,15.2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,2.9,3.9,9.2,15.1,0,31.1,875
0,1,1054,3,31.1,9114,1,3,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,84,2,1104,8832,2,2,1,1,2,1,1,2,0.92,2,15.2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,2.9,3.9,9.2,15.1,0,31.1,933
0,1,1054,4,35.2,10316,0,2,25000,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,82,2,1299,10392,3,2,2,1,2,1,1,2,0.92,2,15.72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,2.6,4.3,11.2,17.1,0,35.2,1485
0,1,1054,7,30.4,8909,0.917,2,21000,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,14,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,83,2,1104,8832,2,2,2,1,2,1,1,2,0.92,2,15.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,2.3,3.8,9.2,15.1,0,30.4,1099
0,1,1054,8,36.1,10580,1,4,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,17,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,83,2,1299,10392,3,2,1,1,2,1,1,2,0.92,2,15.72,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,3.4,4.4,11.2,17.1,0,36.1,1657
0,1,1054,9,31.1,9114,1,1,12000,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,84,2,1104,8832,2,2,1,1,2,1,1,2,0.92,2,15.2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,1,0,0,1,2,0,1,0.67,2,2,2.67,0,2.9,3.9,9.2,15.1,0,31.1,933
0,0,700,2,25.2,7385,2,3,65000,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,57,2,1114,8912,2,5,1,1,2,3,2,2,2.4,2,21,4,0,0,0,34,1,1,4,0,0,2,0,1,2,1,2,1,0,0,2,2,1,3,2,3,0.76,2,2,3.1,0,4.5,2.8,4.1,13.9,0,25.2,686
