Target,Model,accuracy_min,accuracy_max,accuracy_mean,accuracy_std,f1_weighted_min,f1_weighted_max,f1_weighted_mean,f1_weighted_std,precision_weighted_min,precision_weighted_max,precision_weighted_mean,precision_weighted_std,recall_weighted_min,recall_weighted_max,recall_weighted_mean,recall_weighted_std
NUMADULT,RFC,0.7588028169014085,0.7869718309859155,0.7740046164509022,0.008270474384974894,0.6947800984605293,0.725079339084994,0.7107046441899156,0.00907968204661593,0.6905099780377764,0.7672005247106404,0.7218324830401993,0.023574978947405192,0.7588028169014085,0.7869718309859155,0.7740046164509022,0.008270474384974894
NUMCHILD,LDA,0.6818980667838312,1.0,0.9676625659050966,0.09525807554841509,0.6359241760926557,1.0,0.963065176835979,0.10904983265767558,0.6460486341598717,1.0,0.9640776226427008,0.10601257638814562,0.6818980667838312,1.0,0.9676625659050966,0.09525807554841509
NUMCHILD,KNN,0.6520210896309314,0.698943661971831,0.6739411866630362,0.015485752960708032,0.5859504182462211,0.6505444067491174,0.6200661757037962,0.020169355887936377,0.55137623649527,0.6312136310891425,0.5901690457815798,0.02551471913797827,0.6520210896309314,0.698943661971831,0.6739411866630362,0.015485752960708032
NUMCHILD,CART,0.9806338028169014,1.0,0.9927878784128321,0.0048830876395469635,0.9782187266100382,1.0,0.991720872977092,0.005472794513493811,0.9796009895580379,1.0,0.9936941085625062,0.005632940494935307,0.9841549295774648,1.0,0.9927888066536301,0.00389310166451057
NUMCHILD,SVM,0.6748681898066784,0.6766256590509666,0.6760464367929899,0.000641787952199098,0.5438601991306705,0.5461234355023525,0.5453774088193584,0.0008264808870400716,0.4554470736129429,0.45782228248615486,0.45703919659227366,0.0008673683586431339,0.6748681898066784,0.6766256590509666,0.6760464367929899,0.000641787952199098
NUMCHILD,ADB,0.6619718309859155,0.727112676056338,0.6929320651501275,0.01933789050915877,0.6421825339352661,0.6850045609366238,0.6605885789802185,0.011833925119890005,0.6404775966735047,0.686685394264698,0.6751470498280668,0.012362396453958275,0.6619718309859155,0.727112676056338,0.6929320651501275,0.01933789050915877
NUMCHILD,RFC,0.7223198594024605,0.7557117750439367,0.745515668704671,0.0102438740337949,0.6606926104090238,0.7003341849886233,0.6888368023478895,0.011632325202738268,0.6300915457860085,0.7201542529706761,0.6791766285233855,0.02341311564037468,0.7223198594024605,0.7557117750439367,0.745515668704671,0.0102438740337949
ATHOME,LDA,0.5140845070422535,0.5651408450704225,0.5430821307458106,0.016388211721610004,0.4618335533002338,0.5092792082792066,0.4850250098523941,0.013927451219119598,0.438602340247241,0.5671462670252283,0.47792753835926655,0.03906533619650061,0.5140845070422535,0.5651408450704225,0.5430821307458106,0.016388211721610004
ATHOME,KNN,0.4182776801405975,0.4612676056338028,0.4338786232332484,0.01304931131154415,0.3796064279292519,0.40453407970994054,0.39031740195860876,0.008267263785365237,0.3513911032578568,0.373013533291517,0.3601996282611504,0.0074630327039652425,0.4182776801405975,0.4612676056338028,0.4338786232332484,0.013049311311544154
ATHOME,CART,0.40597539543058,0.4665492957746479,0.43933451323052547,0.017977226389769705,0.4200596105952363,0.4570214771098825,0.43966474928287064,0.010388778497976465,0.428997449976338,0.4727570218416987,0.4488375930496054,0.012036922963126969,0.4007029876977153,0.46830985915492956,0.4377487685338746,0.01924951657520609
ATHOME,SVM,0.5528169014084507,0.5545774647887324,0.5538166167479392,0.0005486688373916287,0.3936156622273323,0.39567814588550554,0.39478657437458275,0.0006428559820281806,0.30560652648284076,0.3075561644514977,0.30671314602362704,0.0006077719630735925,0.5528169014084507,0.5545774647887324,0.5538166167479392,0.0005486688373916287
ATHOME,ADB,0.5422535211267606,0.5992970123022847,0.5761513280031684,0.016902649506339927,0.4652525335698271,0.5144519081595113,0.4911534448223704,0.013672274237361788,0.41364628611632887,0.4736584336476621,0.44552426264712874,0.01727156182123094,0.5422535211267606,0.5992970123022847,0.5761513280031684,0.016902649506339927
ATHOME,RFC,0.5571177504393673,0.5852372583479789,0.5736899428203668,0.00819829165006174,0.4334930559085476,0.4644579336194094,0.4517959502090654,0.009635804348050548,0.3732411586856911,0.5693621697576003,0.42388482178301895,0.060491741934323384,0.5571177504393673,0.5852372583479789,0.5736899428203668,0.00819829165006174
MONEYPY,LDA,0.2887323943661972,0.3221830985915493,0.30847638555409784,0.009843611564280657,0.2785113780921004,0.3064591646663621,0.29063705410092777,0.008718177394387733,0.3041359030845313,0.3473916842266955,0.3228384512219882,0.011500809929486955,0.2887323943661972,0.3221830985915493,0.30847638555409784,0.009843611564280657
MONEYPY,KNN,0.1936619718309859,0.23550087873462214,0.2145579098492537,0.013806850349176164,0.178515566672297,0.2193846510229893,0.19814712659025469,0.014304384527060102,0.1711447262699912,0.21326850266206704,0.19423274964463777,0.0160576652283902,0.1936619718309859,0.23550087873462214,0.2145579098492537,0.013806850349176164
MONEYPY,CART,0.22359154929577466,0.29577464788732394,0.25993124829822517,0.020689690960321847,0.24313567486025597,0.2926971973053205,0.2639358475020136,0.015573471232208565,0.21419140404731585,0.2847064564401784,0.25535357055608177,0.023637581611988513,0.22671353251318102,0.28295254833040423,0.2567671848313077,0.017772479991531857
MONEYPY,SVM,0.22144112478031636,0.22359154929577466,0.222300675759301,0.0009133319241827807,0.08029232150307875,0.08171547269226873,0.08086087098243068,0.0006043720416289409,0.04903617174397164,0.049993180916484824,0.049418424618245596,0.00040639748792561107,0.22144112478031636,0.22359154929577466,0.222300675759301,0.0009133319241827807
MONEYPY,ADB,0.2887323943661972,0.3714788732394366,0.3387249684398128,0.021019568822988745,0.27325081550498836,0.34789694377291286,0.3186888236489339,0.01944384637474646,0.2664330590491633,0.3467626618142257,0.3143858609627808,0.021173228345542954,0.2887323943661972,0.3714788732394366,0.3387249684398128,0.021019568822988745
MONEYPY,RFC,0.3251318101933216,0.36619718309859156,0.3469912621599545,0.013147832296823427,0.28489447673688784,0.32351479757795926,0.30696368720130524,0.01325792234323344,0.27701886943642434,0.35284984303643724,0.3066842535550811,0.02163399120376642,0.3251318101933216,0.36619718309859156,0.3469912621599545,0.013147832296823427
